headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
overtake,VERB,B2,,,
overthrow,VERB,B2,,,
overtime,ADV,B2,,,
overtime,NOUN,B2,,,
overturn,VERB,B2,,,
ow,NOUN,B2,,,
owing to,SCONJ,B2,,,
owl,NOUN,B2,,,
ox,NOUN,B2,,,
ozone,NOUN,B2,"News, lifestyles and current affairs",,
pa,NOUN,B2,Family life,,Personal identification
packed,ADJ,B2,,,
packet,NOUN,B2,Objects and rooms,,
pad,NOUN,B2,,,
paintbrush,NOUN,B2,Hobbies and pastimes,,"Free time, entertainment"
pajamas/pyjamas,NOUN,B2,,,Shopping
pallet,NOUN,B2,,,
pancake,NOUN,B2,,,Food and drink
pandemic,ADJ,B2,,,
panel,NOUN,B2,,,
panic,VERB,B2,,,
papaya,NOUN,B2,,,Food and drink
paperless,ADJ,B2,,,
paperwork,NOUN,B2,,,
parade,NOUN,B2,,,"Free time, entertainment"
paradox,NOUN,B2,,,
paralysis,NOUN,B2,Travel and services vocab,,Health and body care
paramedic,ADJ,B2,,,
paratrooper,NOUN,B2,"News, lifestyles and current affairs",,
parliament,NOUN,B2,,,"House and home, environment"
part,VERB,B2,,,
participation,NOUN,B2,,,
particle,NOUN,B2,Education,,
particular,ADJ,B2,,,
partisan,NOUN,B2,,,
partnership,NOUN,B2,,,
passionate,ADJ,B2,,,
passionately,ADV,B2,,,
pastor,NOUN,B2,Work and jobs,,Personal identification
pastoral,ADJ,B2,,,
patch,NOUN,B2,,,
patiently,ADV,B2,,,
patriot,NOUN,B2,,,Personal identification
patriotic,ADJ,B2,,,
patriotism,NOUN,B2,,,
patron,NOUN,B2,,,
pave,VERB,B2,,,
pavement,NOUN,B2,,,
paw,NOUN,B2,,,
pawnbroker,NOUN,B2,Work and jobs,,Personal identification
pawnshop,NOUN,B2,"Things in the town, shops and shopping",,"House and home, environment"
payment,NOUN,B2,,,Shopping
peacefully,ADV,B2,,,
peach,NOUN,B2,Food and drink,,Food and drink
peak,NOUN,B2,,,
pearl,NOUN,B2,Shopping,,Shopping
pebble,NOUN,B2,,,
pedal,NOUN,B2,,,
pedantic,ADJ,B2,,,
pedestrian,NOUN,B2,,,
pee,VERB,B2,,,
peel,NOUN,B2,Food and drink,,Food and drink
peel,VERB,B2,,,
peep,NOUN,B2,,,
peer,NOUN,B2,,,
peg,NOUN,B2,,,
penalize/penalise,VERB,B2,,,
penalty,NOUN,B2,,,
penetrate,VERB,B2,,,
penguin,NOUN,B2,,,
penicillin,NOUN,B2,Travel and services vocab,,Health and body care
pension,NOUN,B2,,,"House and home, environment"
pentagon,NOUN,B2,,,
perceive,VERB,B2,,,
percentage,NOUN,B2,,,
perception,NOUN,B2,,,
permanence,NOUN,B2,,,
permeate,VERB,B2,,,
perseverance,NOUN,B2,,,
persist,VERB,B2,,,
persistence,NOUN,B2,,,
persistent,ADJ,B2,,,
personification,NOUN,B2,,,
personify,VERB,B2,,,
personnel,NOUN,B2,,,
perspective,NOUN,B2,,,
perspiration,NOUN,B2,,,
persuasion,NOUN,B2,,,
pessimist,NOUN,B2,,,Personal identification
pessimistic,ADJ,B2,,,
petrified,ADJ,B2,,,
petty,ADJ,B2,,,
pH,NOUN,B2,,,
pharmacist,NOUN,B2,,,Personal identification
phase,NOUN,B2,,,
philosophical,ADJ,B2,,,
photograph,VERB,B2,,,
physician,NOUN,B2,,,
pi,NOUN,B2,,,
pickle,NOUN,B2,Food and drink,,Food and drink
picky,ADJ,B2,,,
picture,VERB,B2,,,
picturesque,ADJ,B2,,,
pillowcase,NOUN,B2,Objects and rooms,,Shopping
pin,NOUN,B2,Objects and rooms,,
pine,NOUN,B2,,,
pint,NOUN,B2,,,
piracy,NOUN,B2,,,
pirate,NOUN,B2,Books and literature,,Personal identification
pitch,NOUN,B2,,,
pitch,VERB,B2,,,
plague,NOUN,B2,"News, lifestyles and current affairs",,
planning,NOUN,B2,,,
playmate,NOUN,B2,Personal information,,Relations with other people
playwright,NOUN,B2,Work and jobs,,Personal identification
plead,VERB,B2,,,
plot,NOUN,B2,Film,,
pluck,VERB,B2,,,
plug,VERB,B2,,,
plum,NOUN,B2,,,Food and drink
plumber,NOUN,B2,,,
plus,NOUN,B2,,,
pneumonia,NOUN,B2,Travel and services vocab,,Health and body care
point of view,NOUN,B2,,,
pointless,ADJ,B2,,,
poison,VERB,B2,,,
polar bear,NOUN,B2,,,
polio,NOUN,B2,Technical and legal language,,
polish,NOUN,B2,,,
politeness,NOUN,B2,,,
politically,ADV,B2,,,
polity,NOUN,B2,"News, lifestyles and current affairs",,
polo,NOUN,B2,Hobbies and pastimes,,"Free time, entertainment"
ponder,VERB,B2,,,
pop,VERB,B2,,,
popularity,NOUN,B2,,,
popularize/popularise,VERB,B2,,,
porch,NOUN,B2,,,
portion,NOUN,B2,,,
pose,NOUN,B2,,,
posh,ADJ,B2,,,
possessed,ADJ,B2,,,
postal,ADJ,B2,,,
postpone,VERB,B2,,,
potent,ADJ,B2,,,
potential,ADJ,B2,,,
potentially,ADV,B2,,,
pound,VERB,B2,,,
powder,VERB,B2,,,
powerfully,ADV,B2,,,
practicality,NOUN,B2,,,
practically,ADV,B2,,,
praise,VERB,B2,,,
prance,NOUN,B2,,,
prawn,NOUN,B2,,,Food and drink
precede,VERB,B2,,,
precisely,ADV,B2,,,
predicament,NOUN,B2,,,
predicate,VERB,B2,,,
predicative,ADJ,B2,,,
predictable,ADJ,B2,,,
predictive,ADJ,B2,,,
predictor,NOUN,B2,Work and jobs,,Personal identification
prefect,NOUN,B2,Education,,
preferable,ADJ,B2,,,
preferably,ADV,B2,,,
prehistoric,ADJ,B2,,,
prehuman,NOUN,B2,,,
preindustrial,ADJ,B2,,,
prejudge,VERB,B2,,,
preliminary,ADJ,B2,,,
preoccupy,VERB,B2,,,
prescribe,VERB,B2,,,
present,VERB,B2,,,
presenter,NOUN,B2,,,Personal identification
presidency,NOUN,B2,,,
presidential,ADJ,B2,,,
prestige,NOUN,B2,,,
prestigious,ADJ,B2,,,
presumably,ADV,B2,,,
pretend,ADJ,B2,,,
prevail,VERB,B2,,,
prevention,NOUN,B2,,,
preventive,ADJ,B2,,,
previously,ADV,B2,,,
price,VERB,B2,,,
priceless,ADJ,B2,,,
prick,NOUN,B2,,,
primary,ADJ,B2,,,
prime,ADJ,B2,,,
prime minister,NOUN,B2,,,Personal identification
principal,NOUN,B2,,,
prior,ADJ,B2,,,
priority,NOUN,B2,,,
privately,ADV,B2,,,
privilege,NOUN,B2,,,
probable,ADJ,B2,,,
probe,NOUN,B2,,,
procedure,NOUN,B2,,,
process,VERB,B2,,,
professional,NOUN,B2,,,
profile,NOUN,B2,,,
profit,NOUN,B2,Work and jobs,,
profitable,ADJ,B2,,,
programmer/programer,NOUN,B2,Work and jobs,,Personal identification
programming/programing,NOUN,B2,Work and jobs,,
progress,VERB,B2,,,
prohibit,VERB,B2,,,
project,NOUN,B2,Work and jobs,,
project,VERB,B2,,,
projection,NOUN,B2,,,
prom,NOUN,B2,,,
prominence,NOUN,B2,,,
prompt,ADJ,B2,,,
prompt,NOUN,B2,,,
prompt,VERB,B2,,,
promptly,ADV,B2,,,
proponent,NOUN,B2,,,
proposed,ADJ,B2,,,
prose,NOUN,B2,Education,,
prosecute,VERB,B2,,,
prospect,NOUN,B2,,,
prosper,VERB,B2,,,
protest,VERB,B2,,,
proudly,ADV,B2,,,
proven,ADJ,B2,,,
province,NOUN,B2,Nationalities and countries,,
provision,NOUN,B2,,,
proximity,NOUN,B2,,,
psychologically,ADV,B2,,,
psychology,NOUN,B2,,,Education
publication,NOUN,B2,,,
publicity,NOUN,B2,,,
publicize/publicise,VERB,B2,,,
pudding,NOUN,B2,,,
pulse,NOUN,B2,Travel and services vocab,,Health and body care
pumpkin,NOUN,B2,Food and drink,,Food and drink
punch,NOUN,B2,,,
punch,VERB,B2,,,
punctual,ADJ,B2,,,
punctuality,NOUN,B2,,,
purchase,NOUN,B2,,,Shopping
purchase,VERB,B2,,,
purposeful,ADJ,B2,,,
pursuit,NOUN,B2,,,
puzzled,ADJ,B2,,,
qualification,NOUN,B2,Education,Work and jobs,Education
quantify,VERB,B2,,,
quarantine,NOUN,B2,"News, lifestyles and current affairs",,
quarrel,NOUN,B2,,,
quarrel,VERB,B2,,,
quarrelsome,ADJ,B2,,,
queer,ADJ,B2,,,
query,NOUN,B2,,,Language
question,VERB,B2,,,
queue,VERB,B2,,,
quiet,NOUN,B2,,,
quit,ADJ,B2,,,
quotable,ADJ,B2,,,
quotation,NOUN,B2,Education,Books and literature,
quote,NOUN,B2,Education,Books and literature,
quote,VERB,B2,,,
racism,NOUN,B2,,,
racist,NOUN,B2,"News, lifestyles and current affairs",,Personal identification
rack,NOUN,B2,,,
radar,NOUN,B2,,,
radiate,VERB,B2,,,
radical,NOUN,B2,"News, lifestyles and current affairs",,
radically,ADV,B2,,,
radium,NOUN,B2,,,
rafter,NOUN,B2,,,
rag,NOUN,B2,Clothes,,
rainbow,NOUN,B2,,,
rainstorm,NOUN,B2,Media,,Weather
rally,NOUN,B2,,,
ram,NOUN,B2,,,
ramp,NOUN,B2,,,
range,VERB,B2,,,
ranger,NOUN,B2,"News, lifestyles and current affairs",,
rape,NOUN,B2,,,
rape,VERB,B2,,,
rash,ADJ,B2,,,
rate,VERB,B2,,,
rattle,NOUN,B2,,,
ravage,NOUN,B2,,,
reaction,NOUN,B2,,,
readily,ADV,B2,,,
real estate,NOUN,B2,,,
realization/realisation,NOUN,B2,,,
rear,ADJ,B2,,,
reasonably,ADV,B2,,,
rebel,NOUN,B2,,,
rebel,VERB,B2,,,
rebellious,ADJ,B2,,,
recession,NOUN,B2,,,
recipe,NOUN,B2,Food and drink,,Food and drink
reckon,VERB,B2,,,
recognition,NOUN,B2,,,
recollect,VERB,B2,,,
recollection,NOUN,B2,,,
recommendable,ADJ,B2,,,
recommendation,NOUN,B2,,,
reconsider,VERB,B2,,,
recreation,NOUN,B2,,,"Free time, entertainment"
recruit,VERB,B2,,,
rectangular,ADJ,B2,,,
redo,VERB,B2,,,
redundant,ADJ,B2,,,
reed,NOUN,B2,,,
reference,NOUN,B2,,,
referent,ADJ,B2,,,
refinery,NOUN,B2,Work and jobs,,
reflective,ADJ,B2,,,
reform,NOUN,B2,"News, lifestyles and current affairs",,
refrain,NOUN,B2,,,
refresh,NOUN,B2,,,
refuge,NOUN,B2,"News, lifestyles and current affairs",,
refugee,NOUN,B2,"News, lifestyles and current affairs",,
refute,VERB,B2,,,
regard,NOUN,B2,,,
regardless,ADV,B2,,,
reggae,NOUN,B2,Arts,,"Free time, entertainment"
regime,NOUN,B2,,,
regret,NOUN,B2,,,
regrettably,ADV,B2,,,
regulate,VERB,B2,,,
rehearsal,NOUN,B2,,,"Free time, entertainment"
reinforce,VERB,B2,,,
reinforcement,NOUN,B2,,,
rejection,NOUN,B2,,,
rejoin,VERB,B2,,,
related,ADJ,B2,,,
relativity,NOUN,B2,,,
relaxation,NOUN,B2,Hobbies and pastimes,,
relay,NOUN,B2,,,
relevant,ADJ,B2,,,
relic,NOUN,B2,,,
relief,NOUN,B2,,,
relieve,VERB,B2,,,
relieved,ADJ,B2,,,
reluctant,ADJ,B2,,,
remaining,ADJ,B2,,,
remains,NOUN,B2,,,
remark,NOUN,B2,,,
remarkably,ADV,B2,,,
reminder,NOUN,B2,,,
rental,NOUN,B2,Travel and services vocab,,Services
reorganize/reorganise,VERB,B2,,,
repaint,NOUN,B2,,,
repertoire,NOUN,B2,,,
repetition,NOUN,B2,,,
replacement,NOUN,B2,,,
replica,NOUN,B2,Arts,,"Free time, entertainment"
repress,VERB,B2,,,
repression,NOUN,B2,,,
reprint,NOUN,B2,Books and literature,,
reprove,VERB,B2,,,
research,VERB,B2,,,
residence,NOUN,B2,Personal information,,
resident,NOUN,B2,,,
resign,VERB,B2,,,
resignation,NOUN,B2,Work and jobs,,
resistance,NOUN,B2,,,
resolution,NOUN,B2,,,
resonant,ADJ,B2,,,
respectably,ADV,B2,,,
respected,ADJ,B2,,,
respiration,NOUN,B2,,,
respiratory,ADJ,B2,,,
restriction,NOUN,B2,,,
resume,VERB,B2,,,
retailer,NOUN,B2,,,
retard,VERB,B2,,,
retina,NOUN,B2,,,
retirement,NOUN,B2,Work and jobs,,
retreat,NOUN,B2,,,
retreat,VERB,B2,,,
retrieve,VERB,B2,,,
revelation,NOUN,B2,,,
revenge,NOUN,B2,,,
revenue,NOUN,B2,,,
reverence,NOUN,B2,,,
reverse,VERB,B2,,,
review,VERB,B2,,,
revival,NOUN,B2,,,
revive,VERB,B2,,,
revolution,NOUN,B2,,,
revolutionary,ADJ,B2,,,
revolutionize/revolutionise,VERB,B2,,,
revolve,VERB,B2,,,
reward,VERB,B2,,,
rhinoceros,NOUN,B2,,,
rhyme,VERB,B2,,,
rhythmic,ADJ,B2,,,
rib,NOUN,B2,,,
riddle,NOUN,B2,,,
rider,NOUN,B2,Ways of travelling,,Travel
ridge,NOUN,B2,,,
righteousness,NOUN,B2,,,
rightly,ADV,B2,,,
rim,NOUN,B2,,,
rip,VERB,B2,,,
risk,VERB,B2,,,
risky,ADJ,B2,,,
rite,NOUN,B2,"News, lifestyles and current affairs",,
ritual,NOUN,B2,"News, lifestyles and current affairs",,
rival,NOUN,B2,,,Personal identification
roam,NOUN,B2,,,
roar,VERB,B2,,,
roast,ADJ,B2,,,
rock,VERB,B2,,,
rocket,NOUN,B2,,,
rocky,ADJ,B2,,,
roll,VERB,B2,,,
roommate,NOUN,B2,,,Relations with other people
rosy,ADJ,B2,,,
round,SCONJ,B2,,,
round,VERB,B2,,,
route,NOUN,B2,Ways of travelling,,Travel
row,VERB,B2,,,
royalty,NOUN,B2,,,
rub,VERB,B2,,,
rubble,NOUN,B2,,,
rug,NOUN,B2,Objects and rooms,,"House and home, environment"
ruinous,ADJ,B2,,,
rule,VERB,B2,,,
rural,ADJ,B2,,,
rush hour,NOUN,B2,,,Travel
rusty,ADJ,B2,,,
sack,VERB,B2,,,
safeguard,VERB,B2,,,
sag,NOUN,B2,,,
sage,NOUN,B2,,,
sail,VERB,B2,,,
salary,NOUN,B2,Work and jobs,,Daily life
salesmanship,NOUN,B2,Work and jobs,,
salesperson,NOUN,B2,Work and jobs,,Personal identification
saleswoman,NOUN,B2,Work and jobs,,Personal identification
salon,NOUN,B2,,,Services
salsa,NOUN,B2,Food and drink,,Food and drink
salty,ADJ,B2,,,
sandstone,NOUN,B2,,,
sanitary,ADJ,B2,,,
sanitation,NOUN,B2,,,
satisfactory,ADJ,B2,,,
saving/savings,NOUN,B2,,,
saw,VERB,B2,,,
say,NOUN,B2,,,
scan,VERB,B2,,,
scandal,NOUN,B2,Media,,
scar,NOUN,B2,,,
scarcely,ADV,B2,,,
scarlet,NOUN,B2,,,
scent,NOUN,B2,,,
schedule,VERB,B2,,,
scheduled,ADJ,B2,,,
scheme,NOUN,B2,,,
scholasticism,NOUN,B2,Education,,
schoolgirl,NOUN,B2,,,
scientifically,ADV,B2,,,
scooter,NOUN,B2,Ways of travelling,,Travel
scramble,VERB,B2,,,
scratch,VERB,B2,,,
screen,VERB,B2,,,
screw,VERB,B2,,,
scribble,NOUN,B2,,,
scrooge,NOUN,B2,,,
scuba,NOUN,B2,Leisure activities,,"Free time, entertainment"
scythe,NOUN,B2,,,
seal,NOUN,B2,,,
seasonal,ADJ,B2,,,
second person,NOUN,B2,,,Personal identification
secondary,ADJ,B2,,,
secondly,ADV,B2,,,
sector,NOUN,B2,,,
seesaw,NOUN,B2,"Things in the town, shops and shopping",,"House and home, environment"
segment,NOUN,B2,,,
seldom,ADV,B2,,,
select,VERB,B2,,,
self-confidence,NOUN,B2,,,
self-confident,ADJ,B2,,,
selfless,ADJ,B2,,,
seller,NOUN,B2,Work and jobs,,Personal identification
semicolon,NOUN,B2,,,Language
semi-final,NOUN,B2,,,
seminar,NOUN,B2,Education,,Education
senator,NOUN,B2,,,
sense,VERB,B2,,,
sensible,ADJ,B2,,,
sensitive,ADJ,B2,,,
sentence,VERB,B2,,,
separate,VERB,B2,,,
separately,ADV,B2,,,
serene,ADJ,B2,,,
serial,ADJ,B2,,,
servant,NOUN,B2,,,Personal identification
setback,NOUN,B2,,,
sexism,NOUN,B2,"News, lifestyles and current affairs",,
sexual,ADJ,B2,,,
sexy,ADJ,B2,,,
shabby,ADJ,B2,,,
shaken,ADJ,B2,,,
Shakespearean,ADJ,B2,,,
shaky,ADJ,B2,,,
sharp,ADV,B2,,,
sharply,ADV,B2,,,
shatter,VERB,B2,,,
shed,NOUN,B2,,,"House and home, environment"
shell,VERB,B2,,,
shield,NOUN,B2,,,
shift,NOUN,B2,,,
shipping,NOUN,B2,Work and jobs,,Travel
shipwreck,NOUN,B2,"News, lifestyles and current affairs",,
shock,VERB,B2,,,
shooting,NOUN,B2,,,
shopkeeper,NOUN,B2,,,Personal identification
shoplift,VERB,B2,,,
shoplifter,NOUN,B2,"News, lifestyles and current affairs",,
shoplifting,NOUN,B2,"News, lifestyles and current affairs",,
shortness,NOUN,B2,,,
short-term,ADJ,B2,,,
showbiz,NOUN,B2,Idiomatic expressions,Hobbies and pastimes,"Free time, entertainment"
showcase,NOUN,B2,Shopping,,Shopping
shower,VERB,B2,,,
shrink,NOUN,B2,,,
shrink,VERB,B2,,,
shrug,VERB,B2,,,
sigh,VERB,B2,,,
significantly,ADV,B2,,,
signify,VERB,B2,,,
silverware,NOUN,B2,Objects and rooms,,Shopping
simplification,NOUN,B2,,,
simultaneous,ADJ,B2,,,
since,ADV,B2,,,
sincere,ADJ,B2,,,
sincerity,NOUN,B2,,,
sister-in-law,NOUN,B2,,,Personal identification
skateboard,NOUN,B2,Leisure activities,,"Free time, entertainment"
skateboarder,NOUN,B2,Leisure activities,,"Free time, entertainment"
sketch,VERB,B2,,,
skilled,ADJ,B2,,,
skillful/skilful,ADJ,B2,,,
skillfully/skilfully,ADV,B2,,,
skim,VERB,B2,,,
skip,VERB,B2,,,
skylark,NOUN,B2,,,
skyward/skywards,ADV,B2,,,
slam,VERB,B2,,,
slang,NOUN,B2,,,Language
slap,NOUN,B2,,,
slap,VERB,B2,,,
slash,NOUN,B2,,,
slaughter,NOUN,B2,"News, lifestyles and current affairs",,
slice,VERB,B2,,,
slide,VERB,B2,,,
slight,ADJ,B2,,,
sliver,NOUN,B2,,,
sloppy,ADJ,B2,,,
smash,VERB,B2,,,
smokestack,NOUN,B2,"Things in the town, shops and shopping",,"House and home, environment"
snap,VERB,B2,,,
sneak,VERB,B2,,,
sneer,NOUN,B2,,,
sneeze,VERB,B2,,,
sniff,VERB,B2,,,
snore,NOUN,B2,,,
snore,VERB,B2,,,
snowball,NOUN,B2,Leisure activities,,"Free time, entertainment"
soak,NOUN,B2,,,
soak,VERB,B2,,,
soaked,ADJ,B2,,,
soaking,ADJ,B2,,,
soar,VERB,B2,,,
sob,VERB,B2,,,
so-called,ADJ,B2,,,
sociable,ADJ,B2,,,
socialize/socialise,VERB,B2,,,
softness,NOUN,B2,,,
soil,NOUN,B2,,,
solar,ADJ,B2,,,
solidity,NOUN,B2,,,
soliloquy,NOUN,B2,,,
solo,ADJ,B2,,,
solo,ADV,B2,,,
solo,NOUN,B2,,,
solvent,NOUN,B2,,,
somewhat,ADV,B2,,,
son-in-law,NOUN,B2,,,Personal identification
sonnet,NOUN,B2,Education,,
sophisticated,ADJ,B2,,,
sort,VERB,B2,,,
sound,ADJ,B2,,,
soundtrack,NOUN,B2,,,"Free time, entertainment"
southward/southwards,ADV,B2,,,
Soviet,NOUN,B2,Nationalities and countries,"News, lifestyles and current affairs",
soybean,NOUN,B2,Food and drink,,Food and drink
spa,NOUN,B2,Leisure activities,,"Free time, entertainment"
span,VERB,B2,,,
spare,ADJ,B2,,,
spare,VERB,B2,,,
sparerib,NOUN,B2,Food and drink,,Food and drink
spark,NOUN,B2,,,
sparkling,ADJ,B2,,,
sparrow,NOUN,B2,,,
specialty,NOUN,B2,,,
species,NOUN,B2,,,
specifically,ADV,B2,,,
specify,VERB,B2,,,
spectacle,NOUN,B2,Hobbies and pastimes,,
speeder,NOUN,B2,"News, lifestyles and current affairs",,
spellbound,ADJ,B2,,,
spin,VERB,B2,,,
spite,NOUN,B2,,,
splash,NOUN,B2,,,
splatter,NOUN,B2,,,
split,VERB,B2,,,
spokesman,NOUN,B2,"News, lifestyles and current affairs",,Personal identification
spokeswoman,NOUN,B2,"News, lifestyles and current affairs",,Personal identification
sponsor,VERB,B2,,,
spot,VERB,B2,,,
spray,NOUN,B2,,,
spray,VERB,B2,,,
spread,VERB,B2,,,
spreadsheet,NOUN,B2,,,
sprint,NOUN,B2,Leisure activities,,"Free time, entertainment"
spur,NOUN,B2,,,
squad,NOUN,B2,,,
squash,NOUN,B2,,,
squash,VERB,B2,,,
squeeze,VERB,B2,,,
stab,VERB,B2,,,
stability,NOUN,B2,,,
stack,NOUN,B2,,,
stagger,NOUN,B2,,,
stain,NOUN,B2,,,
stain,VERB,B2,,,
stake,NOUN,B2,,,
stammer,VERB,B2,,,
stamp,VERB,B2,,,
standard,ADJ,B2,,,
standby,ADJ,B2,,,
standstill,NOUN,B2,,,
stanza,NOUN,B2,Arts,,"Free time, entertainment"
startle,VERB,B2,,,
starvation,NOUN,B2,"News, lifestyles and current affairs",,
starve,VERB,B2,,,
starving,ADJ,B2,,,
state,ADJ,B2,,,
state,VERB,B2,,,
statesman,NOUN,B2,"News, lifestyles and current affairs",Work and jobs,Personal identification
statewide,ADV,B2,,,
statistics,NOUN,B2,,,Education
steely,ADJ,B2,,,
steer,VERB,B2,,,
steering wheel,NOUN,B2,,,Travel
stepfather,NOUN,B2,,,Personal identification
stepmother,NOUN,B2,,,Personal identification
stereotype,NOUN,B2,,,
stern,ADJ,B2,,,
stew,NOUN,B2,Food and drink,,Food and drink
stick,NOUN,B2,,,
stiff,ADJ,B2,,,
stimulant,NOUN,B2,Travel and services vocab,,Health and body care
stimulate,VERB,B2,,,
stimulation,NOUN,B2,,,
stingy,ADJ,B2,,,
stink,VERB,B2,,,
stitch,NOUN,B2,,,
stock,NOUN,B2,,,
stock market,NOUN,B2,,,
stockpile,NOUN,B2,"News, lifestyles and current affairs",,
stonework,NOUN,B2,,,
stool,NOUN,B2,,,
stopover,NOUN,B2,,,
stopwatch,NOUN,B2,,,
store,VERB,B2,,,
straighten,VERB,B2,,,
straightforward,ADJ,B2,,,
strain,VERB,B2,,,
strait,NOUN,B2,,,
strand,NOUN,B2,,,
strangle,VERB,B2,,,
stress,VERB,B2,,,
strictly,ADV,B2,,,
stride,VERB,B2,,,
striking,ADJ,B2,,,
strip,VERB,B2,,,
strive,VERB,B2,,,
stroke,NOUN,B2,,,
stroke,VERB,B2,,,
struggle,VERB,B2,,,
stubbornly,ADV,B2,,,
stuff,VERB,B2,,,
stylist,NOUN,B2,Work and jobs,,Personal identification
subcontinent,NOUN,B2,Nationalities and countries,,
subculture,NOUN,B2,,,
subdivision,NOUN,B2,,,
subjunctive,NOUN,B2,Education,,
submit,VERB,B2,,,
subplot,NOUN,B2,Books and literature,,
subside,VERB,B2,,,
substance,NOUN,B2,,,
substitute,VERB,B2,,,
subtitle,NOUN,B2,Film,,
subtle,ADJ,B2,,,
subtract,VERB,B2,,,
suburb,NOUN,B2,,,"House and home, environment"
successive,ADJ,B2,,,
suck,VERB,B2,,,
sue,VERB,B2,,,
suffering,NOUN,B2,,,
sufficiently,ADV,B2,,,
suitably,ADV,B2,,,
sulfur/sulphur,NOUN,B2,,,
sunbeam,NOUN,B2,,,
superb,ADJ,B2,,,
superintendent,NOUN,B2,Work and jobs,,Personal identification
supernatural,ADJ,B2,,,
supervise,VERB,B2,,,
supervision,NOUN,B2,,,
supervisor,NOUN,B2,Work and jobs,,Personal identification
supplement,NOUN,B2,,,
supplier,NOUN,B2,,,
supply,VERB,B2,,,
suppress,VERB,B2,,,
surge,NOUN,B2,,,
surrender,VERB,B2,,,
surroundings,NOUN,B2,,,
surveillance,NOUN,B2,,,
suspect,VERB,B2,,,
suspend,VERB,B2,,,
suspicious,ADJ,B2,,,
suspiciously,ADV,B2,,,
sustain,VERB,B2,,,
swan,NOUN,B2,,,
sweep,VERB,B2,,,
swift,ADJ,B2,,,
swing,NOUN,B2,,,
swing,VERB,B2,,,
syllable,NOUN,B2,Education,,Language
symbolic,ADJ,B2,,,
sympathetic,ADJ,B2,,,
sympathize/sympathise,VERB,B2,,,
synonym,NOUN,B2,Education,,
tablecloth,NOUN,B2,Objects and rooms,,Shopping
tabloid,ADJ,B2,,,
tabloid,NOUN,B2,,,
tack,VERB,B2,,,
tackle,VERB,B2,,,
tactile,ADJ,B2,,,
tag,NOUN,B2,,,
tail,NOUN,B2,,,
tame,ADJ,B2,,,
tan,NOUN,B2,,,
tanned,ADJ,B2,,,
tap,VERB,B2,,,
tatter,NOUN,B2,Clothes,,
tattoo,NOUN,B2,,,
taunt,NOUN,B2,,,
tease,VERB,B2,,,
teaspoon,NOUN,B2,,,Shopping
technical,ADJ,B2,,,
technically,ADV,B2,,,
telescope,NOUN,B2,,,
temperate,ADJ,B2,,,
temporarily,ADV,B2,,,
temptation,NOUN,B2,,,
tender,ADJ,B2,,,
tenderly,ADV,B2,,,
tenderness,NOUN,B2,,,
terrace,NOUN,B2,,,"House and home, environment"
terrifying,ADJ,B2,,,
territory,NOUN,B2,Nationalities and countries,,
test,VERB,B2,,,
testify,VERB,B2,,,
testimony,NOUN,B2,,,
that,ADV,B2,,,
theme,NOUN,B2,,,
theorist,NOUN,B2,Work and jobs,,Personal identification
therapist,NOUN,B2,Work and jobs,,Personal identification
therapy,NOUN,B2,,,Health and body care
thereafter,ADV,B2,,,
thermometer,NOUN,B2,,,
thesis,NOUN,B2,,,Education
thickly,ADV,B2,,,
thickness,NOUN,B2,,,
thigh,NOUN,B2,,,
thinker,NOUN,B2,Work and jobs,,Personal identification
third person,NOUN,B2,,,Personal identification
thirdly,ADV,B2,,,
thirst,NOUN,B2,,,
thoroughly,ADV,B2,,,
though,ADV,B2,,,
thoughtful,ADJ,B2,,,
thoughtless,ADJ,B2,,,
thread,NOUN,B2,,,
threaten,VERB,B2,,,
thrill,NOUN,B2,,,
thrilled,ADJ,B2,,,
thrilling,ADJ,B2,,,
throat,NOUN,B2,,,Health and body care
tickle,VERB,B2,,,
tight,ADV,B2,,,
tightrope,NOUN,B2,,,
time,VERB,B2,,,
timeless,ADJ,B2,,,
timeliness,NOUN,B2,,,
times,SCONJ,B2,,,
timing,NOUN,B2,,,
tip,VERB,B2,,,
tiptoe,VERB,B2,,,
tiredness,NOUN,B2,,,
tiresome,ADJ,B2,,,
toenail,NOUN,B2,,,Health and body care
toil,VERB,B2,,,
tolerant,ADJ,B2,,,
tolerate,VERB,B2,,,
toll,NOUN,B2,Travel and services vocab,,Services
tomb,NOUN,B2,,,
ton,NOUN,B2,,,
tonne,NOUN,B2,,,
torch,NOUN,B2,,,
tortoiseshell,NOUN,B2,,,
torture,VERB,B2,,,
tough,ADJ,B2,,,
toxic,ADJ,B2,,,
trace,VERB,B2,,,
track,VERB,B2,,,
trade,VERB,B2,,,
trader,NOUN,B2,,,
trail,VERB,B2,,,
trailer,NOUN,B2,,,
trainee,NOUN,B2,Work and jobs,,Personal identification
trainer,NOUN,B2,Work and jobs,,Personal identification
trait,NOUN,B2,,,
traitor,NOUN,B2,,,
tramp,NOUN,B2,,,
trample,NOUN,B2,,,
transcript,NOUN,B2,,,
transfer,NOUN,B2,,,
transfusion,NOUN,B2,,,
transient,ADJ,B2,,,
transistor,NOUN,B2,Technical and legal language,,
transition,NOUN,B2,,,
transitive,ADJ,B2,,,
translation,NOUN,B2,Books and literature,,
translator,NOUN,B2,Work and jobs,,Personal identification
